Ewe/V	<I>/mA	cycle number	
1.6964726E-001	-4.393755322085802E-003	2.000000000000000E+000
1.6625151E-001	-4.532817167931011E-003	2.000000000000000E+000
1.6294846E-001	-4.621755888316065E-003	2.000000000000000E+000
1.5951578E-001	-4.688109145178671E-003	2.000000000000000E+000
1.5617305E-001	-4.753988764556967E-003	2.000000000000000E+000
1.5286493E-001	-4.934160537426940E-003	2.000000000000000E+000
1.4953111E-001	-5.059483474017007E-003	2.000000000000000E+000
1.4618120E-001	-5.163825477190569E-003	2.000000000000000E+000
1.4277311E-001	-5.295471380251861E-003	2.000000000000000E+000
1.3941915E-001	-5.346365712790024E-003	2.000000000000000E+000
1.3604356E-001	-5.618905234986000E-003	2.000000000000000E+000
1.3271098E-001	-5.825051701597847E-003	2.000000000000000E+000
1.2932901E-001	-5.860334140627685E-003	2.000000000000000E+000
1.2706949E-001	-5.942097055199352E-003	2.000000000000000E+000
1.2645994E-001	-6.020455892113113E-003	2.000000000000000E+000
1.2906785E-001	-1.358931530248049E-003	2.000000000000000E+000
1.3317628E-001	-5.730351650688349E-004	2.000000000000000E+000
1.3647062E-001	1.392014287120236E-004	2.000000000000000E+000
1.3984326E-001	5.997227067426336E-004	2.000000000000000E+000
1.4314310E-001	1.053490129417890E-003	2.000000000000000E+000
1.4654268E-001	1.368562442167817E-003	2.000000000000000E+000
1.4986607E-001	1.688779349239828E-003	2.000000000000000E+000
1.5325825E-001	1.878382139306231E-003	2.000000000000000E+000
1.5664467E-001	2.097718583757936E-003	2.000000000000000E+000
1.5996763E-001	2.319570783160446E-003	2.000000000000000E+000
1.6332696E-001	2.569616450209297E-003	2.000000000000000E+000
1.6671044E-001	2.650422689266765E-003	2.000000000000000E+000
1.7009918E-001	2.738506500287119E-003	2.000000000000000E+000
1.7337529E-001	2.873449383766640E-003	2.000000000000000E+000
1.7677721E-001	3.001389741396222E-003	2.000000000000000E+000
1.8012418E-001	3.051817422909301E-003	2.000000000000000E+000
1.8349425E-001	3.158710353079700E-003	2.000000000000000E+000
1.8683611E-001	3.299108382121566E-003	2.000000000000000E+000
1.9021490E-001	3.383221546182662E-003	2.000000000000000E+000
1.9351220E-001	3.464460158249737E-003	2.000000000000000E+000
1.9692582E-001	3.542839132919473E-003	2.000000000000000E+000
2.0026509E-001	3.883661923051300E-003	2.000000000000000E+000
2.0360087E-001	3.865429715561305E-003	2.000000000000000E+000
2.0697902E-001	3.958524780717690E-003	2.000000000000000E+000
2.1039985E-001	4.066793288623308E-003	2.000000000000000E+000
2.1365978E-001	4.228815595386515E-003	2.000000000000000E+000
2.1712920E-001	4.380205119439519E-003	2.000000000000000E+000
2.2050817E-001	4.576423557101535E-003	2.000000000000000E+000
2.2377239E-001	4.705763050602704E-003	2.000000000000000E+000
2.2587606E-001	4.874077995064778E-003	2.000000000000000E+000
2.2632538E-001	4.398613719136588E-003	2.000000000000000E+000
2.2637384E-001	2.319870012191433E-002	2.000000000000000E+000
