Ewe/V	<I>/mA	cycle number	
1.7864700E-001	3.418652522206911E-002	1.000000000000000E+000
1.8199296E-001	3.231242649716584E-002	1.000000000000000E+000
1.8537293E-001	3.228496634389533E-002	1.000000000000000E+000
1.8880615E-001	3.226608060944222E-002	1.000000000000000E+000
1.9220881E-001	3.225564574523497E-002	1.000000000000000E+000
1.9556724E-001	3.468401238689844E-002	1.000000000000000E+000
1.9900036E-001	3.275139946766126E-002	1.000000000000000E+000
2.0232601E-001	3.250260604338334E-002	1.000000000000000E+000
2.0578915E-001	3.261106598617758E-002	1.000000000000000E+000
2.0916742E-001	3.261346809244603E-002	1.000000000000000E+000
2.1261904E-001	3.528537882882360E-002	1.000000000000000E+000
2.1604536E-001	3.331872071197017E-002	1.000000000000000E+000
2.1943294E-001	3.314280715298756E-002	1.000000000000000E+000
2.2278893E-001	3.329053650071279E-002	1.000000000000000E+000
2.2537135E-001	3.336077898326462E-002	1.000000000000000E+000
2.2644144E-001	3.603772881130379E-002	1.000000000000000E+000
2.2631854E-001	3.463963708943790E-002	2.000000000000000E+000
2.2425047E-001	-1.243362758409165E-002	2.000000000000000E+000
2.2088496E-001	-1.697916082922274E-002	2.000000000000000E+000
2.1601211E-001	-1.807111867091574E-002	2.000000000000000E+000
2.1106181E-001	-1.489951016795479E-002	2.000000000000000E+000
2.0759571E-001	-1.769720974942021E-002	2.000000000000000E+000
2.0421377E-001	-1.782954368717832E-002	2.000000000000000E+000
2.0084634E-001	-1.865823115003190E-002	2.000000000000000E+000
1.9741292E-001	-1.944404841619139E-002	2.000000000000000E+000
1.9248396E-001	-2.570357999805217E-002	2.000000000000000E+000
1.8752350E-001	-3.001622423299155E-002	2.000000000000000E+000
1.8413588E-001	-3.067059257653955E-002	2.000000000000000E+000
1.8070161E-001	-3.130042994878157E-002	2.000000000000000E+000
1.7726134E-001	-3.480413762137990E-002	2.000000000000000E+000
1.7394356E-001	-3.281250331229069E-002	2.000000000000000E+000
1.7048657E-001	-3.342051321064698E-002	2.000000000000000E+000
1.6707015E-001	-3.417110883527846E-002	2.000000000000000E+000
1.6368577E-001	-3.583038616695514E-002	2.000000000000000E+000
1.6034095E-001	-3.567871781318499E-002	2.000000000000000E+000
1.5689141E-001	-3.604947532309533E-002	2.000000000000000E+000
1.5351079E-001	-3.638524931614370E-002	2.000000000000000E+000
1.5012278E-001	-3.665077023714713E-002	2.000000000000000E+000
1.4677614E-001	-3.981202921703980E-002	2.000000000000000E+000
1.4333779E-001	-3.808242205301127E-002	2.000000000000000E+000
1.3989738E-001	-3.801400387822351E-002	2.000000000000000E+000
1.3651741E-001	-3.825105993375066E-002	2.000000000000000E+000
1.3312727E-001	-3.829257972078565E-002	2.000000000000000E+000
1.2968393E-001	-4.174121790369401E-002	2.000000000000000E+000
1.2713753E-001	-3.903217905096756E-002	2.000000000000000E+000
1.2628242E-001	-4.361492271224654E-002	2.000000000000000E+000
1.2832823E-001	1.147963366868716E-002	2.000000000000000E+000
1.3317242E-001	1.699982754244737E-002	2.000000000000000E+000
1.3816354E-001	1.636471673731693E-002	2.000000000000000E+000
1.4152652E-001	1.788671455541252E-002	2.000000000000000E+000
1.4647621E-001	2.571544098024359E-002	2.000000000000000E+000
1.5147619E-001	2.865218092216859E-002	2.000000000000000E+000
1.5483664E-001	2.947983350374832E-002	2.000000000000000E+000
1.5824802E-001	3.000042950849474E-002	2.000000000000000E+000
1.6168931E-001	3.300837507541105E-002	2.000000000000000E+000
1.6503192E-001	3.093313621242105E-002	2.000000000000000E+000
1.6847320E-001	3.123119069469957E-002	2.000000000000000E+000
1.7188118E-001	3.121271055744163E-002	2.000000000000000E+000
1.7527916E-001	3.160873417271312E-002	2.000000000000000E+000
1.7863257E-001	3.457507635341661E-002	2.000000000000000E+000
1.8204273E-001	3.207306434617996E-002	2.000000000000000E+000
1.8544243E-001	3.228649689320329E-002	2.000000000000000E+000
1.8883301E-001	3.204643339608219E-002	2.000000000000000E+000
1.9223501E-001	3.221834785132158E-002	2.000000000000000E+000
1.9563860E-001	3.494646647737409E-002	2.000000000000000E+000
1.9901875E-001	3.246315207700820E-002	2.000000000000000E+000
2.0240973E-001	3.260084113542183E-002	2.000000000000000E+000
2.0588814E-001	3.253430232774090E-002	2.000000000000000E+000
2.0923728E-001	3.369933997544483E-002	2.000000000000000E+000
2.1263939E-001	3.314107083613216E-002	2.000000000000000E+000
2.1604672E-001	3.321754644637065E-002	2.000000000000000E+000
2.1944217E-001	3.309383423195467E-002	2.000000000000000E+000
2.2286627E-001	3.334728229744258E-002	2.000000000000000E+000
2.2537504E-001	3.346552703218765E-002	2.000000000000000E+000
2.2637066E-001	3.638583142310381E-002	2.000000000000000E+000
2.2615612E-001	4.022535309195518E-002	2.000000000000000E+000
