Ewe/V	<I>/mA	cycle number	
1.5495491E-001	-7.082659189695784E-005	2.000000000000000E+000
1.5827249E-001	5.333996079617104E-005	2.000000000000000E+000
1.6163403E-001	1.471662081515865E-004	2.000000000000000E+000
1.6500191E-001	2.377617934552434E-004	2.000000000000000E+000
1.6827835E-001	3.296853079907350E-004	2.000000000000000E+000
1.7165662E-001	4.170503853293101E-004	2.000000000000000E+000
1.7495918E-001	5.064563167351960E-004	2.000000000000000E+000
1.7828128E-001	5.713607670192649E-004	2.000000000000000E+000
1.8166316E-001	6.714543919846723E-004	2.000000000000000E+000
1.8492299E-001	7.375866368616408E-004	2.000000000000000E+000
1.8823171E-001	8.400293941967828E-004	2.000000000000000E+000
1.9156553E-001	9.063868347423017E-004	2.000000000000000E+000
1.9493271E-001	9.860433385077555E-004	2.000000000000000E+000
1.9825515E-001	1.084272747926059E-003	2.000000000000000E+000
2.0163228E-001	1.170429670388596E-003	2.000000000000000E+000
2.0492701E-001	1.270973235847105E-003	2.000000000000000E+000
2.0824279E-001	1.333700567730054E-003	2.000000000000000E+000
2.1161242E-001	1.435693833284137E-003	2.000000000000000E+000
2.1497133E-001	1.556809132240319E-003	2.000000000000000E+000
2.1822281E-001	1.646374797257736E-003	2.000000000000000E+000
2.2164528E-001	1.758150684416954E-003	2.000000000000000E+000
2.2474793E-001	1.875842701482673E-003	2.000000000000000E+000
2.2631034E-001	5.992220943880966E-003	2.000000000000000E+000
