32.649,-11.00008
32.749,-24.06491
32.849,-21.71401
32.949,-22.60229
33.049,-21.86667
33.149,-21.5381
33.249,-21.27285
33.349,-20.75649
33.449,-21.13112
33.549,-20.29659
33.649,-20.62455
33.749,-20.21485
33.849,-20.60839
33.949,-20.49723
34.049,-20.32634
34.149,-20.19403
34.249,-20.28957
34.349,-20.59465
34.449,-20.18834
34.549,-20.31467
34.649,-18.20123
34.749,-20.53514
34.849,-19.70749
34.949,-19.84234
35.049,-20.17742
35.149,-19.14347
35.249,-20.27146
35.349,-17.43595
35.449,-19.4562
35.549,-17.51399
35.649,-20.42523
35.749,-19.02151
35.849,-19.43349
35.949,-18.43895
36.049,-18.86897
36.149,-19.79285
36.249,-18.13352
36.349,-20.11319
36.449,-18.60985
36.549,-18.80605
36.649,-18.8243
36.749,-19.56826
36.849,-20.27217
36.949,-18.42906
37.049,-19.37766
37.149,-18.69806
37.249,-20.29696
37.349,-18.87148
37.449,-18.81227
37.549,-18.87207
37.649,-19.84944
37.749,-17.44892
37.849,-19.82032
37.949,-17.28972
38.049,-18.79779
38.149,-17.39456
38.249,-19.80591
38.349,-17.0141
38.449,-18.84454
38.549,-18.48867
38.649,-19.18831
38.749,-19.16995
38.849,-16.83524
38.949,-19.1096
39.049,-17.13054
39.149,-20.17822
39.249,-16.42578
39.349,-18.96674
39.449,-19.19897
39.549,-19.00182
39.649,-18.65981
39.749,-19.89105
39.849,-18.57797
39.949,-20.07217
40.049,-17.09394
40.149,-18.55242
40.249,-18.75877
40.349,-17.62774
40.449,-19.13661
40.549,-18.61152
40.649,-17.23144
40.749,-19.45429
40.849,-17.78324
40.949,-18.98353
41.049,-17.60022
41.149,-19.46652
41.249,-17.44556
41.349,-19.90996
41.449,-16.51898
41.549,-18.84731
41.649,-16.99502
41.749,-19.87071
41.849,-17.44521
41.949,-18.93047
42.049,-18.8692
42.149,-19.96548
42.249,-19.62713
42.349,-18.95426
42.449,-19.55527
42.549,-19.10943
42.649,-18.72988
42.749,-20.10242
42.849,-15.45815
42.949,-19.74266
43.049,-18.33204
43.149,-16.84324
43.249,-18.37356
43.349,-18.46194
43.449,-17.25238
43.549,-19.48993
43.649,-18.12208
43.749,-18.74433
43.849,-16.6997
43.949,-18.50535
44.049,-17.08052
44.149,-20.0888
44.249,-18.35887
44.349,-16.79224
44.449,-15.21109
44.549,-18.07627
44.649,-17.94904
44.749,-18.57919
44.849,-19.1509
44.949,-16.51327
45.049,-17.98123
45.149,-15.98052
45.249,-18.80701
45.349,-18.32643
45.449,-19.60582
